Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
401,25.0,0.0,0.0,45.0,1.0,45.0,11482.0,0.1,33.302,0.0,0.0,3348.4954826831818,,,,,,,,,,,,,,,,,,,,,15.345917882426996,10.41712920111104,32.676754527591434,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,25.0,0.0,0.0,83.0,2.0,38.0,11520.0,0.1,27.103000000000005,0.0,0.0,3352.5688338279724,,,,,,,,,,,,,,,,,,,,,11.952778330988982,8.425335191164782,26.702172065381113,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,25.0,0.0,0.0,111.0,3.0,28.0,11548.0,0.1,19.704000000000008,0.0,0.0,3355.6004872322083,,,,,,,,,,,,,,,,,,,,,7.9929807174412915,6.816825347070265,19.51921545159939,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,25.0,0.0,0.0,140.0,4.0,29.0,11577.0,0.1,16.002,0.0,0.0,3358.9117777347565,,,,,,,,,,,,,,,,,,,,,6.514747752205114,5.074844491709441,15.844745962364826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,25.0,0.0,0.0,170.0,5.0,30.0,11607.0,0.1,15.701999999999996,0.0,0.0,3361.998475551605,,,,,,,,,,,,,,,,,,,,,5.825393974231088,4.931435557895903,15.55833930103584,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,25.0,0.0,0.0,198.0,6.0,28.0,11635.0,0.1,12.403999999999995,0.0,0.0,3365.0228610038757,,,,,,,,,,,,,,,,,,,,,4.341015736058773,4.048792371409254,12.30705335905511,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,25.0,0.0,0.0,236.0,7.0,38.0,11673.0,0.1,25.803000000000008,0.0,0.0,3369.158249616623,,,,,,,,,,,,,,,,,,,,,11.412036198013885,8.120407975607252,25.42015751935667,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,25.0,0.0,0.0,263.0,8.0,27.0,11700.0,0.1,17.203000000000007,0.0,0.0,3372.1990299224854,,,,,,,,,,,,,,,,,,,,,6.945234336140082,5.699793843731055,17.049560744853185,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,25.0,0.0,0.0,288.0,9.0,25.0,11725.0,0.1,17.202000000000005,0.0,0.0,3375.0023617744446,,,,,,,,,,,,,,,,,,,,,7.314922072542177,5.708110749938104,17.05321632762537,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,25.0,0.0,0.0,310.0,10.0,22.0,11747.0,0.1,15.202999999999998,0.0,0.0,3377.610603570938,,,,,,,,,,,,,,,,,,,,,6.297481106618022,5.354632017267688,15.094629580185194,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,25.0,0.0,0.0,339.0,11.0,29.0,11776.0,0.1,15.505999999999995,0.0,0.0,3380.9815249443054,,,,,,,,,,,,,,,,,,,,,5.654091066750673,4.929061691723561,15.372761509321366,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,25.0,0.0,0.0,360.0,12.0,21.0,11797.0,0.1,15.201999999999998,0.0,0.0,3383.349276304245,,,,,,,,,,,,,,,,,,,,,6.5963244672802475,5.297140311669699,15.093649391320364,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,25.0,0.0,0.0,389.0,13.0,29.0,11826.0,0.1,22.202000000000005,0.0,0.0,3386.552174091339,,,,,,,,,,,,,,,,,,,,,9.66311237053783,7.455689527768923,21.965679133842954,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,25.0,0.0,0.0,413.0,14.0,24.0,11850.0,0.1,13.502999999999997,0.0,0.0,3389.1587653160095,,,,,,,,,,,,,,,,,,,,,5.06253790190071,4.534598537793129,13.408302286625348,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,25.0,0.0,0.0,440.0,15.0,27.0,11877.0,0.1,18.703000000000007,0.0,0.0,3392.358715772629,,,,,,,,,,,,,,,,,,,,,7.936980315608452,6.26541966800408,18.52573447469349,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,26.0,0.0,0.0,0.0,0.0,25.0,11902.0,0.1,13.802999999999997,0.0,0.0,3469.5898723602295,,,,,,,,,0.8453659,0.548757,2.10018,0.3307856,,,,,9.833264,4.9304314,28.621994,3.1482105,5.08634223165088,4.645266206557217,13.703234209393308,0.001,2.5053136,0.0,2.5053136,2.5053136,1.5280488941077423e-17,0.9999999974587314,6.314995878142657,-4.762186590730386,7.909592,6.367278,32.263622,-2.5318143,0.95277816,0.50273776,2.0926049,0.49016342,-0.08226997,0.047378357,0.032791805,-0.13432468,8.467362086667217,6.959802593463032,31.16321830962134,-0.060449775496435265,0.3274563,0.0,0.3274563,0.3274563,1.0559113,0.996243,20.778923,1.1771944e-18,0.97410935,0.17247751,1.2,0.8
417,26.0,0.0,0.0,21.0,1.0,21.0,11923.0,0.1,11.701999999999998,0.0,0.0,3477.897073984146,,,,,,,,,,,,,,,,,,,,,4.984401399693782,3.79916665073321,11.620557064177722,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,26.0,0.0,0.0,54.0,2.0,33.0,11956.0,0.1,24.30400000000001,0.0,0.0,3481.5493710041046,,,,,,,,,,,,,,,,,,,,,10.009518408907036,8.286089177568552,24.021705281363516,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,26.0,0.0,0.0,116.0,3.0,62.0,12018.0,0.1,46.602,0.0,0.0,3488.0772409439087,,,,,,,,,,,,,,,,,,,,,23.21588119812877,14.30854363095063,45.253076265170094,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,26.0,0.0,0.0,171.0,4.0,55.0,12073.0,0.1,40.803,0.0,0.0,3493.8135254383087,,,,,,,,,,,,,,,,,,,,,17.97412876393367,12.417352784520304,39.89417136654538,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,26.0,0.0,0.0,217.0,5.0,46.0,12119.0,0.1,33.403,0.0,0.0,3498.511236190796,,,,,,,,,,,,,,,,,,,,,15.207533240939823,10.449019192669423,32.76895861919654,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,26.0,0.0,0.0,250.0,6.0,33.0,12152.0,0.1,25.303000000000008,0.0,0.0,3501.9414114952087,,,,,,,,,,,,,,,,,,,,,10.795556013592039,8.524515941753751,24.996715085006393,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,26.0,0.0,0.0,279.0,7.0,29.0,12181.0,0.1,23.202000000000005,0.0,0.0,3505.0546901226044,,,,,,,,,,,,,,,,,,,,,10.4306864203621,7.730631232699438,22.945377904240075,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,26.0,0.0,0.0,308.0,8.0,29.0,12210.0,0.1,17.802000000000007,0.0,0.0,3508.161073446274,,,,,,,,,,,,,,,,,,,,,7.643190887509757,5.810029731016615,17.615560970642534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,26.0,0.0,0.0,346.0,9.0,38.0,12248.0,0.1,20.30800000000002,0.0,0.0,3512.301877260208,,,,,,,,,,,,,,,,,,,,,6.733963866379661,6.69169624160907,20.09227382846068,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,26.0,0.0,0.0,389.0,10.0,43.0,12291.0,0.1,21.605000000000008,0.0,0.0,3516.862648010254,,,,,,,,,,,,,,,,,,,,,10.648595627719894,6.6779933256412125,21.189468134809527,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,26.0,0.0,0.0,436.0,11.0,47.0,12338.0,0.1,23.805000000000025,0.0,0.0,3521.856232881546,,,,,,,,,,,,,,,,,,,,,7.574353304814839,7.691058466680821,23.49597384639264,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,26.0,0.0,0.0,465.0,12.0,29.0,12367.0,0.1,20.204000000000008,0.0,0.0,3525.0315976142883,,,,,,,,,,,,,,,,,,,,,8.251920715194737,6.870501332185999,20.004683661899488,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,26.0,0.0,0.0,489.0,13.0,24.0,12391.0,0.1,18.702000000000005,0.0,0.0,3527.652857542038,,,,,,,,,,,,,,,,,,,,,8.419710732090236,6.352675517125886,18.53698237018784,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,26.0,0.0,0.0,510.0,14.0,21.0,12412.0,0.1,14.202999999999998,0.0,0.0,3530.221997976303,,,,,,,,,,,,,,,,,,,,,5.831669018809117,5.035637205140565,14.108738318503695,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,26.0,0.0,0.0,531.0,15.0,21.0,12433.0,0.1,12.204999999999997,0.0,0.0,3532.569656610489,,,,,,,,,,,,,,,,,,,,,4.4429659026432535,4.416181904349775,12.135957495077152,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,27.0,0.0,0.0,0.0,0.0,19.0,12452.0,0.1,13.701999999999998,0.0,0.0,3625.9212086200714,,,,,,,,,1.2056842,0.55737436,2.4945974,0.68822116,,,,,11.0791235,4.5469513,29.265696,4.4427576,6.016067904217647,4.822209624240136,13.614910916742431,0.001,2.4953213,0.0,2.4953213,2.4953213,9.689219124001367e-18,0.9999999980436546,7.1649472056397565,-4.4455219817256,11.3592615,9.324398,43.516693,-0.6397077,1.3065307,0.51862293,2.4859624,0.8217281,-0.075803615,0.040276945,0.033672452,-0.10855372,11.904039512047452,10.146424572078098,38.986827224279594,-0.0044453950989366,0.286924,0.0,0.286924,0.286924,1.0104306,0.94712764,15.492155,2.2389289e-08,0.9608733,0.16668819,1.2,0.8
433,27.0,0.0,0.0,31.0,1.0,31.0,12483.0,0.1,13.601999999999995,0.0,0.0,3635.2072949409485,,,,,,,,,,,,,,,,,,,,,4.77465925445063,4.0911254759212605,13.480933950078239,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,27.0,0.0,0.0,53.0,2.0,22.0,12505.0,0.1,15.702999999999998,0.0,0.0,3637.635995864868,,,,,,,,,,,,,,,,,,,,,6.658402883535294,5.51044048258798,15.587674898684694,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,27.0,0.0,0.0,78.0,3.0,25.0,12530.0,0.1,13.101999999999999,0.0,0.0,3640.451201915741,,,,,,,,,,,,,,,,,,,,,6.089537893876217,3.9876462247586857,12.975699976906935,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,27.0,0.0,0.0,104.0,4.0,26.0,12556.0,0.1,15.301999999999998,0.0,0.0,3643.464469432831,,,,,,,,,,,,,,,,,,,,,6.3024285534593165,4.982589079787799,15.168458606364185,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,27.0,0.0,0.0,127.0,5.0,23.0,12579.0,0.1,14.301999999999998,0.0,0.0,3646.123415708542,,,,,,,,,,,,,,,,,,,,,5.774385417781593,4.842099316060802,14.1975700779769,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,27.0,0.0,0.0,179.0,6.0,52.0,12631.0,0.1,24.308000000000035,0.0,0.0,3651.7199625968933,,,,,,,,,,,,,,,,,,,,,7.850100487097602,7.336057996252673,23.947666159323415,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,27.0,0.0,0.0,243.0,7.0,64.0,12695.0,0.1,26.10700000000003,0.0,0.0,3658.360116958618,,,,,,,,,,,,,,,,,,,,,10.247412420523158,6.990006169589673,25.5021443917256,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,27.0,0.0,0.0,265.0,8.0,22.0,12717.0,0.1,15.301999999999998,0.0,0.0,3660.803990125656,,,,,,,,,,,,,,,,,,,,,6.386631214885116,5.364681307562395,15.191862646703287,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,27.0,0.0,0.0,306.0,9.0,41.0,12758.0,0.1,16.002999999999997,0.0,0.0,3665.1856758594513,,,,,,,,,,,,,,,,,,,,,4.478769703694383,4.970278247463717,15.851056704500825,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,27.0,0.0,0.0,341.0,10.0,35.0,12793.0,0.1,18.602000000000004,0.0,0.0,3668.865952730179,,,,,,,,,,,,,,,,,,,,,6.747950355451953,5.73070534895351,18.402608552054744,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,27.0,0.0,0.0,370.0,11.0,29.0,12822.0,0.1,21.103000000000005,0.0,0.0,3672.0240111351013,,,,,,,,,,,,,,,,,,,,,9.074985238089386,6.955587132862543,20.881567681891507,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,27.0,0.0,0.0,420.0,12.0,50.0,12872.0,0.1,32.6,0.0,0.0,3677.307937145233,,,,,,,,,,,,,,,,,,,,,16.072345413403944,8.628693373747021,31.860071011281363,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,27.0,0.0,0.0,451.0,13.0,31.0,12903.0,0.1,16.203000000000003,0.0,0.0,3680.7215626239777,,,,,,,,,,,,,,,,,,,,,6.220405219724495,4.983379543296288,16.042235867688053,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,27.0,0.0,0.0,491.0,14.0,40.0,12943.0,0.1,17.903000000000002,0.0,0.0,3684.887588262558,,,,,,,,,,,,,,,,,,,,,7.50074076004304,5.187495775354272,17.638229189748593,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,27.0,0.0,0.0,525.0,15.0,34.0,12977.0,0.1,22.402000000000008,0.0,0.0,3688.451129436493,,,,,,,,,,,,,,,,,,,,,9.524933511610307,7.326009411142222,22.12237488800638,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,28.0,0.0,0.0,0.0,0.0,30.0,13007.0,0.1,22.303000000000008,0.0,0.0,3782.4136860370636,,,,,,,,,1.4985118,0.7036759,3.1434667,0.75853443,,,,,9.942466,3.8254387,24.119877,4.123989,9.375472639092745,7.608078704929783,22.06584544587352,0.001,2.4772923,0.0,2.4772923,2.4772923,-1.2802571815497301e-17,0.9999999984264768,4.21711014240128,-3.5815217595935396,10.146128,8.880555,37.187214,-1.0013072,1.6153605,0.6630817,3.1435137,0.9054974,-0.091964565,0.042617474,0.024883965,-0.12219001,9.401237140718024,7.4438283812876165,32.7688137456159,-0.025602395409655587,0.20755163,0.0,0.20755163,0.20755163,1.0710872,0.79345036,18.69592,3.5898736e-06,0.9897136,0.170783,1.2,0.8
449,28.0,0.0,0.0,24.0,1.0,24.0,13031.0,0.1,16.703000000000007,0.0,0.0,3791.082446336746,,,,,,,,,,,,,,,,,,,,,6.884253871183408,5.82108095703112,16.570903142473405,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,28.0,0.0,0.0,41.0,2.0,17.0,13048.0,0.1,10.202999999999998,0.0,0.0,3793.090116739273,,,,,,,,,,,,,,,,,,,,,4.000342773221469,3.7276164193217336,10.155294606774179,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,28.0,0.0,0.0,69.0,3.0,28.0,13076.0,0.1,17.702000000000005,0.0,0.0,3796.2519993782043,,,,,,,,,,,,,,,,,,,,,7.256439317319473,5.691302697304272,17.533869905055262,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,28.0,0.0,0.0,92.0,4.0,23.0,13099.0,0.1,14.202999999999998,0.0,0.0,3799.0382091999054,,,,,,,,,,,,,,,,,,,,,5.835100106410624,4.766750327224136,14.096972545671353,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,28.0,0.0,0.0,124.0,5.0,32.0,13131.0,0.1,25.202000000000005,0.0,0.0,3802.5533912181854,,,,,,,,,,,,,,,,,,,,,11.182724628326245,8.265892872067306,24.893915749476765,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,28.0,0.0,0.0,148.0,6.0,24.0,13155.0,0.1,15.202999999999998,0.0,0.0,3805.2964358329773,,,,,,,,,,,,,,,,,,,,,6.055923721993975,5.178635572434772,15.087818379612992,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,28.0,0.0,0.0,173.0,7.0,25.0,13180.0,0.1,17.702000000000005,0.0,0.0,3808.065013885498,,,,,,,,,,,,,,,,,,,,,7.593109332562157,5.915310454304643,17.547249217872473,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,28.0,0.0,0.0,187.0,8.0,14.0,13194.0,0.1,6.703,0.0,0.0,3809.8214592933655,,,,,,,,,,,,,,,,,,,,,2.4322440483909173,2.487134139421084,6.682306514044102,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,28.0,0.0,0.0,206.0,9.0,19.0,13213.0,0.1,11.602999999999998,0.0,0.0,3812.1224982738495,,,,,,,,,,,,,,,,,,,,,4.8282312197278285,3.9765426868590077,11.534320713932322,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,28.0,0.0,0.0,229.0,10.0,23.0,13236.0,0.1,14.302999999999997,0.0,0.0,3814.656499862671,,,,,,,,,,,,,,,,,,,,,5.698653637280967,4.972657970991779,14.20031740082679,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,28.0,0.0,0.0,294.0,11.0,65.0,13301.0,0.1,52.202,0.0,0.0,3821.2515161037445,,,,,,,,,,,,,,,,,,,,,25.877012978982584,15.794496347416862,50.6211859069942,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,28.0,0.0,0.0,317.0,12.0,23.0,13324.0,0.1,14.303999999999997,0.0,0.0,3823.832048177719,,,,,,,,,,,,,,,,,,,,,5.407553706013294,5.102137300725483,14.208028112959498,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,28.0,0.0,0.0,359.0,13.0,42.0,13366.0,0.1,30.703000000000007,0.0,0.0,3828.2360672950745,,,,,,,,,,,,,,,,,,,,,13.302462714360152,9.550654505402644,30.204675712746646,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,28.0,0.0,0.0,392.0,14.0,33.0,13399.0,0.1,20.803000000000008,0.0,0.0,3831.7752203941345,,,,,,,,,,,,,,,,,,,,,8.496274573808275,6.653443499543988,20.563729835004505,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,28.0,0.0,0.0,418.0,15.0,26.0,13425.0,0.1,17.803000000000008,0.0,0.0,3834.599842309952,,,,,,,,,,,,,,,,,,,,,7.155256763703279,6.194201477904973,17.652250172238023,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,29.0,0.0,0.0,0.0,0.0,27.0,13452.0,0.1,14.101999999999997,0.0,0.0,3907.1371126174927,,,,,,,,,1.4869443,0.7410884,3.2075098,0.7378715,,,,,11.450994,4.0559597,26.570683,5.188692,5.994603520005345,4.36517424647638,13.968067872637262,0.001,2.4440823,0.0,2.4440823,2.4440823,-1.5967252488991017e-17,0.9999999982974208,3.7126812337524493,-2.642737289916521,9.711836,6.734117,33.692142,-1.2400745,1.6040729,0.6884348,3.195981,0.9084266,-0.0924962,0.05349791,0.036279682,-0.14611416,10.160869935994578,8.510032592263654,31.370299500645327,0.0009999999999994458,0.30360502,0.0,0.30360502,0.30360502,1.0229255,1.4372857,58.7768,1.0117188e-10,0.95460147,0.16810647,1.2,0.8
465,29.0,0.0,0.0,22.0,1.0,22.0,13474.0,0.1,15.202999999999998,0.0,0.0,3915.6531591415405,,,,,,,,,,,,,,,,,,,,,6.297481106618022,5.354632017267688,15.094629580185194,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,29.0,0.0,0.0,66.0,2.0,44.0,13518.0,0.1,27.904000000000007,0.0,0.0,3920.37024974823,,,,,,,,,,,,,,,,,,,,,13.770669473006002,9.094556403863509,27.352768727874757,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,29.0,0.0,0.0,104.0,3.0,38.0,13556.0,0.1,26.302000000000007,0.0,0.0,3924.4900074005127,,,,,,,,,,,,,,,,,,,,,11.677889179644916,8.182290234416648,25.910034369878883,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,29.0,0.0,0.0,136.0,4.0,32.0,13588.0,0.1,26.202000000000005,0.0,0.0,3928.0075759887695,,,,,,,,,,,,,,,,,,,,,11.878430182504943,8.619594618886673,25.873611583715693,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,29.0,0.0,0.0,162.0,5.0,26.0,13614.0,0.1,17.702000000000005,0.0,0.0,3931.0472004413605,,,,,,,,,,,,,,,,,,,,,7.839639072384726,5.812808318378188,17.53321828747466,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,29.0,0.0,0.0,198.0,6.0,36.0,13650.0,0.1,18.402000000000005,0.0,0.0,3934.963572740555,,,,,,,,,,,,,,,,,,,,,7.029823762646098,5.572542979598694,18.185278716699425,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,29.0,0.0,0.0,225.0,7.0,27.0,13677.0,0.1,12.205999999999994,0.0,0.0,3937.8650403022766,,,,,,,,,,,,,,,,,,,,,4.152095883790492,3.8224438719910214,12.118117528076283,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,29.0,0.0,0.0,263.0,8.0,38.0,13715.0,0.1,20.904000000000018,0.0,0.0,3941.8123455047607,,,,,,,,,,,,,,,,,,,,,6.922463653817039,6.992133553110601,20.682290279423526,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,29.0,0.0,0.0,293.0,9.0,30.0,13745.0,0.1,19.603000000000005,0.0,0.0,3945.2293932437897,,,,,,,,,,,,,,,,,,,,,8.637608939283162,6.187240600123746,19.382617584372667,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,29.0,0.0,0.0,315.0,10.0,22.0,13767.0,0.1,15.202999999999998,0.0,0.0,3947.6745822429657,,,,,,,,,,,,,,,,,,,,,6.297481106618022,5.354632017267688,15.094629580185194,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,29.0,0.0,0.0,334.0,11.0,19.0,13786.0,0.1,12.301999999999998,0.0,0.0,3949.793864965439,,,,,,,,,,,,,,,,,,,,,4.996383399015471,4.399921759467202,12.231519522945074,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,29.0,0.0,0.0,360.0,12.0,26.0,13812.0,0.1,13.402999999999997,0.0,0.0,3952.636049747467,,,,,,,,,,,,,,,,,,,,,4.805935342115418,4.4597622238422785,13.30464165978291,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,29.0,0.0,0.0,401.0,13.0,41.0,13853.0,0.1,19.005000000000013,0.0,0.0,3957.0125212669373,,,,,,,,,,,,,,,,,,,,,6.744788124619308,6.080161675496327,18.765976874663064,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,29.0,0.0,0.0,474.0,14.0,73.0,13926.0,0.1,47.103000000000016,0.0,0.0,3964.498039007187,,,,,,,,,,,,,,,,,,,,,20.333554098779384,12.777060274685713,45.7100248905453,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,29.0,0.0,0.0,537.0,15.0,63.0,13989.0,0.1,42.903,0.0,0.0,3971.138605117798,,,,,,,,,,,,,,,,,,,,,18.800731493969444,13.6637153990093,41.80211634645649,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,29.0,0.0,0.0,587.0,16.0,50.0,14039.0,0.1,42.303,0.0,0.0,3976.361093044281,,,,,,,,,,,,,,,,,,,,,18.920141058958222,13.529579359515498,41.43983116956003,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,30.0,0.0,0.0,43.0,1.0,43.0,14082.0,0.1,32.802,0.0,0.0,4083.1602210998535,,,,,,,,,,,,,,,,,,,,,14.646075235399847,10.195249945431014,32.23665984791379,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,30.0,0.0,0.0,78.0,2.0,35.0,14117.0,0.1,24.204000000000008,0.0,0.0,4086.993852376938,,,,,,,,,,,,,,,,,,,,,10.253845635381152,7.841104454689667,23.89287726441323,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,30.0,0.0,0.0,106.0,3.0,28.0,14145.0,0.1,13.803999999999995,0.0,0.0,4090.2190148830414,,,,,,,,,,,,,,,,,,,,,4.930356257355055,4.328735061985568,13.693322977425934,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,30.0,0.0,0.0,134.0,4.0,28.0,14173.0,0.1,14.502999999999997,0.0,0.0,4093.401507616043,,,,,,,,,,,,,,,,,,,,,5.730614207131679,4.6823622993658045,14.371270972875095,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,30.0,0.0,0.0,161.0,5.0,27.0,14200.0,0.1,17.702000000000005,0.0,0.0,4096.2766020298,,,,,,,,,,,,,,,,,,,,,7.521912918039593,5.665729029965221,17.533958734723644,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,30.0,0.0,0.0,205.0,6.0,44.0,14244.0,0.1,20.803000000000008,0.0,0.0,4100.928135871887,,,,,,,,,,,,,,,,,,,,,9.112239538012684,6.375491418854534,20.442926871142856,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
