Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
198,12.0,0.0,0.0,181.0,6.0,67.0,5139.0,0.1,43.20200000000001,0.0,0.0,1525.1129684448242,,,,,,,,,,,,,,,,,,,,,21.068534262129074,11.915581271185074,41.87411455944167,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,12.0,0.0,0.0,201.0,7.0,20.0,5159.0,0.1,7.703999999999999,0.0,0.0,1527.3196876049042,,,,,,,,,,,,,,,,,,,,,2.226485492230719,2.685419225599732,7.674812239822791,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,12.0,0.0,0.0,224.0,8.0,23.0,5182.0,0.1,12.903999999999996,0.0,0.0,1529.9203910827637,,,,,,,,,,,,,,,,,,,,,4.634121240304317,4.57171885635482,12.823048485395304,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,12.0,0.0,0.0,266.0,9.0,42.0,5224.0,0.1,30.203000000000007,0.0,0.0,1534.3827104568481,,,,,,,,,,,,,,,,,,,,,12.38234799109756,9.731006497624712,29.742396434847155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,12.0,0.0,0.0,300.0,10.0,34.0,5258.0,0.1,27.802000000000007,0.0,0.0,1537.992660999298,,,,,,,,,,,,,,,,,,,,,12.496944480102291,9.1461175924951,27.431940336409014,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,12.0,0.0,0.0,325.0,11.0,25.0,5283.0,0.1,13.601999999999997,0.0,0.0,1540.6557722091675,,,,,,,,,,,,,,,,,,,,,5.478063725732106,4.249145541860308,13.492018952743235,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,12.0,0.0,0.0,349.0,12.0,24.0,5307.0,0.1,12.402999999999997,0.0,0.0,1543.5292105674744,,,,,,,,,,,,,,,,,,,,,4.792120623207979,4.083042676489298,12.312601996433882,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,12.0,0.0,0.0,378.0,13.0,29.0,5336.0,0.1,19.00300000000001,0.0,0.0,1546.7495098114014,,,,,,,,,,,,,,,,,,,,,7.60263266956746,6.268280795144526,18.820145122682792,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,12.0,0.0,0.0,399.0,14.0,21.0,5357.0,0.1,9.102999999999996,0.0,0.0,1549.0501186847687,,,,,,,,,,,,,,,,,,,,,3.400127503154406,2.911480315526785,9.049687648042193,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,12.0,0.0,0.0,435.0,15.0,36.0,5393.0,0.1,27.703000000000007,0.0,0.0,1552.9186391830444,,,,,,,,,,,,,,,,,,,,,12.844157861397361,9.060511998648709,27.295173368553442,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,13.0,0.0,0.0,0.0,0.0,24.0,5417.0,0.1,13.702999999999998,0.0,0.0,1631.1018462181091,,,,,,,,,1.4283943,0.70426345,3.122317,0.7465625,,,,,13.734624,6.9983053,40.611664,5.0083346,5.701227722824169,4.468232782948873,13.593343628565725,0.001,2.733938,0.0,2.733938,2.733938,0.0,0.9999999983224972,6.134588780182801,-3.703611586093543,10.279699,8.570253,37.409332,-2.0803986,1.5377309,0.66317654,3.1210015,0.88624257,-0.081896275,0.04272793,0.028816488,-0.11764056,10.121684919440918,8.96338020655073,37.83372865396864,-0.0701499840769293,0.20043513,0.0,0.20043513,0.20043513,1.0378647,1.0124061,27.81562,2.1316062e-06,0.9683402,0.16598867,1.2,0.8
209,13.0,0.0,0.0,23.0,1.0,23.0,5440.0,0.1,14.302999999999997,0.0,0.0,1639.7012045383453,,,,,,,,,,,,,,,,,,,,,5.483749007397939,5.031236408087174,14.20527010777529,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,13.0,0.0,0.0,45.0,2.0,22.0,5462.0,0.1,14.202999999999998,0.0,0.0,1642.2121393680573,,,,,,,,,,,,,,,,,,,,,5.844728577568524,4.876234700623948,14.102607082852115,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,13.0,0.0,0.0,71.0,3.0,26.0,5488.0,0.1,20.103000000000005,0.0,0.0,1645.0958683490753,,,,,,,,,,,,,,,,,,,,,8.896379814700571,6.821202666860644,19.91149720773605,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,13.0,0.0,0.0,88.0,4.0,17.0,5505.0,0.1,10.702999999999998,0.0,0.0,1647.1533951759338,,,,,,,,,,,,,,,,,,,,,4.322259381176218,3.910371233937383,10.650812564837116,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,13.0,0.0,0.0,117.0,5.0,29.0,5534.0,0.1,17.202000000000005,0.0,0.0,1650.2708885669708,,,,,,,,,,,,,,,,,,,,,7.5026666022588415,5.260436053435528,17.018442535162283,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,13.0,0.0,0.0,139.0,6.0,22.0,5556.0,0.1,13.602999999999998,0.0,0.0,1652.6185932159424,,,,,,,,,,,,,,,,,,,,,5.671614749290488,4.518921994352889,13.505221413120438,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,13.0,0.0,0.0,165.0,7.0,26.0,5582.0,0.1,13.801999999999996,0.0,0.0,1655.5656356811523,,,,,,,,,,,,,,,,,,,,,5.055401559103583,4.475045992292324,13.697941745011587,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,13.0,0.0,0.0,191.0,8.0,26.0,5608.0,0.1,15.902999999999997,0.0,0.0,1658.592557668686,,,,,,,,,,,,,,,,,,,,,6.282288170435118,5.267917540546743,15.771187110602787,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,13.0,0.0,0.0,212.0,9.0,21.0,5629.0,0.1,14.702999999999998,0.0,0.0,1661.2512938976288,,,,,,,,,,,,,,,,,,,,,6.186322676856689,5.196320255568019,14.602277175860554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,13.0,0.0,0.0,285.0,10.0,73.0,5702.0,0.1,48.10200000000001,0.0,0.0,1669.1193616390228,,,,,,,,,,,,,,,,,,,,,20.750600520355118,13.159921626476716,46.68052052253864,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,13.0,0.0,0.0,346.0,11.0,61.0,5763.0,0.1,46.503,0.0,0.0,1675.4745090007782,,,,,,,,,,,,,,,,,,,,,19.999905564950815,14.893536514679322,45.37370780243508,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,13.0,0.0,0.0,399.0,12.0,53.0,5816.0,0.1,38.702999999999996,0.0,0.0,1681.295752286911,,,,,,,,,,,,,,,,,,,,,17.510763188022526,11.92841418373464,37.850592886214365,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,13.0,0.0,0.0,439.0,13.0,40.0,5856.0,0.1,22.002000000000006,0.0,0.0,1685.513744354248,,,,,,,,,,,,,,,,,,,,,8.70160744248179,6.576426526923464,21.697308622236584,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,13.0,0.0,0.0,471.0,14.0,32.0,5888.0,0.1,23.802000000000007,0.0,0.0,1688.9570190906525,,,,,,,,,,,,,,,,,,,,,10.295301349314316,7.808729545558021,23.519565969194364,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,13.0,0.0,0.0,496.0,15.0,25.0,5913.0,0.1,13.601999999999997,0.0,0.0,1691.9157526493073,,,,,,,,,,,,,,,,,,,,,5.478063725732106,4.249145541860308,13.492018952743235,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,14.0,0.0,0.0,0.0,0.0,27.0,5940.0,0.1,9.61,0.0,0.0,1782.6580939292908,,,,,,,,,1.6118727,0.67369497,3.2395225,0.9243716,,,,,13.837398,7.045448,45.758537,4.7872515,3.352540485481864,2.7211777263309376,9.538548966275576,0.001,2.7181454,0.0,2.7181454,2.7181454,6.7929515847045904e-18,0.9999999984552861,4.8858381149999355,-2.5307437082603257,9.464433,7.997467,36.8299,-3.0968487,1.7134453,0.63055193,3.2340736,1.0610484,-0.074312344,0.044074625,0.03275989,-0.12069429,10.91620793876846,9.347599295192774,34.661545621046564,-0.05217272210181978,0.3185981,0.0,0.3185981,0.3185981,0.93039703,0.69496226,11.404958,1.3494126e-11,0.94513017,0.16091202,1.2,0.8
225,14.0,0.0,0.0,22.0,1.0,22.0,5962.0,0.1,12.702999999999998,0.0,0.0,1791.0391879081726,,,,,,,,,,,,,,,,,,,,,4.829151877037682,4.372595170212767,12.621990016748653,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,14.0,0.0,0.0,45.0,2.0,23.0,5985.0,0.1,11.102999999999996,0.0,0.0,1793.6669209003448,,,,,,,,,,,,,,,,,,,,,4.218868128967132,3.607520671736321,11.028011027076884,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,14.0,0.0,0.0,76.0,3.0,31.0,6016.0,0.1,22.803000000000008,0.0,0.0,1797.1013209819794,,,,,,,,,,,,,,,,,,,,,9.480984964655981,7.765292510439866,22.554175262445295,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,14.0,0.0,0.0,101.0,4.0,25.0,6041.0,0.1,17.202000000000005,0.0,0.0,1799.760915517807,,,,,,,,,,,,,,,,,,,,,7.27565562810386,5.74574290215887,17.054199955007466,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,14.0,0.0,0.0,121.0,5.0,20.0,6061.0,0.1,9.402999999999997,0.0,0.0,1801.9631628990173,,,,,,,,,,,,,,,,,,,,,3.2251014315360833,3.25993938114325,9.357203020206672,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,14.0,0.0,0.0,141.0,6.0,20.0,6081.0,0.1,12.801999999999998,0.0,0.0,1804.2929291725159,,,,,,,,,,,,,,,,,,,,,5.133810532678501,4.541216846696263,12.724760585757359,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,14.0,0.0,0.0,162.0,7.0,21.0,6102.0,0.1,10.402999999999997,0.0,0.0,1806.658894777298,,,,,,,,,,,,,,,,,,,,,3.6114060286709972,3.6071484094819133,10.347845817186466,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,14.0,0.0,0.0,180.0,8.0,18.0,6120.0,0.1,11.801999999999998,0.0,0.0,1808.8393881320953,,,,,,,,,,,,,,,,,,,,,4.87106146282041,4.248978912004965,11.73778472533518,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,14.0,0.0,0.0,201.0,9.0,21.0,6141.0,0.1,10.402999999999997,0.0,0.0,1811.3799450397491,,,,,,,,,,,,,,,,,,,,,3.6114060286709972,3.6071484094819133,10.347845817186466,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,14.0,0.0,0.0,223.0,10.0,22.0,6163.0,0.1,10.502999999999997,0.0,0.0,1813.8323929309845,,,,,,,,,,,,,,,,,,,,,3.950120314440474,3.36423130250698,10.436960837797068,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,14.0,0.0,0.0,240.0,11.0,17.0,6180.0,0.1,8.302999999999997,0.0,0.0,1815.7968711853027,,,,,,,,,,,,,,,,,,,,,2.9286182085430394,2.9856345208927184,8.269744710130322,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,14.0,0.0,0.0,258.0,12.0,18.0,6198.0,0.1,10.801999999999998,0.0,0.0,1817.7653539180756,,,,,,,,,,,,,,,,,,,,,4.2355230134800586,3.8777932310734062,10.747244327167369,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,14.0,0.0,0.0,278.0,13.0,20.0,6218.0,0.1,13.702999999999998,0.0,0.0,1820.1715581417084,,,,,,,,,,,,,,,,,,,,,5.716255065765288,4.879563140455253,13.615893068929482,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,14.0,0.0,0.0,349.0,14.0,71.0,6289.0,0.1,47.903,0.0,0.0,1827.485788822174,,,,,,,,,,,,,,,,,,,,,20.39383131830987,15.097538789799422,46.54808760351943,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,14.0,0.0,0.0,413.0,15.0,64.0,6353.0,0.1,42.202,0.0,0.0,1834.0015802383423,,,,,,,,,,,,,,,,,,,,,19.23009195068843,12.337686360405247,41.05333974129879,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,14.0,0.0,0.0,436.0,16.0,23.0,6376.0,0.1,10.603999999999996,0.0,0.0,1836.5936365127563,,,,,,,,,,,,,,,,,,,,,3.333326486176895,3.6903456423826086,10.548419781962073,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,15.0,0.0,0.0,43.0,1.0,43.0,6419.0,0.1,35.202999999999996,0.0,0.0,1918.551920413971,,,,,,,,,,,,,,,,,,,,,15.830498869445229,11.23442840180476,34.59143683083871,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,15.0,0.0,0.0,78.0,2.0,35.0,6454.0,0.1,28.203000000000007,0.0,0.0,1922.1327896118164,,,,,,,,,,,,,,,,,,,,,12.478803911748761,9.323411066494213,27.82185775674454,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,15.0,0.0,0.0,102.0,3.0,24.0,6478.0,0.1,16.202000000000005,0.0,0.0,1924.9974105358124,,,,,,,,,,,,,,,,,,,,,6.9709215734353736,5.339069234047795,16.066815446314738,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,15.0,0.0,0.0,122.0,4.0,20.0,6498.0,0.1,11.202999999999998,0.0,0.0,1927.3327507972717,,,,,,,,,,,,,,,,,,,,,4.4719889714981305,3.8192734162972446,11.135820726201713,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,15.0,0.0,0.0,141.0,5.0,19.0,6517.0,0.1,13.201999999999998,0.0,0.0,1929.442143201828,,,,,,,,,,,,,,,,,,,,,5.650032035770305,4.668280668147488,13.120878026495328,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,15.0,0.0,0.0,181.0,6.0,40.0,6557.0,0.1,19.103000000000005,0.0,0.0,1933.7556958198547,,,,,,,,,,,,,,,,,,,,,8.666034342275207,5.644284354792349,18.793927687756824,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,15.0,0.0,0.0,217.0,7.0,36.0,6593.0,0.1,25.803000000000008,0.0,0.0,1937.515027999878,,,,,,,,,,,,,,,,,,,,,11.462453931820164,8.510866453580055,25.441208634514883,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,15.0,0.0,0.0,247.0,8.0,30.0,6623.0,0.1,22.203000000000007,0.0,0.0,1940.8025033473969,,,,,,,,,,,,,,,,,,,,,9.472686206038757,7.429546620334807,21.962722896889726,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,15.0,0.0,0.0,270.0,9.0,23.0,6646.0,0.1,16.203000000000007,0.0,0.0,1943.3589098453522,,,,,,,,,,,,,,,,,,,,,6.765566946141343,5.670997192648643,16.079534950605012,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,15.0,0.0,0.0,285.0,10.0,15.0,6661.0,0.1,8.301999999999998,0.0,0.0,1945.306406736374,,,,,,,,,,,,,,,,,,,,,3.1989799646110404,3.0623332015156577,8.270548126235179,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,15.0,0.0,0.0,312.0,11.0,27.0,6688.0,0.1,19.703000000000007,0.0,0.0,1948.3564314842224,,,,,,,,,,,,,,,,,,,,,8.37902502218396,6.701591077651172,19.515778365353373,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,15.0,0.0,0.0,331.0,12.0,19.0,6707.0,0.1,13.602999999999998,0.0,0.0,1950.5854306221008,,,,,,,,,,,,,,,,,,,,,5.928194057639153,4.8098040240410365,13.517385566652594,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,15.0,0.0,0.0,361.0,13.0,30.0,6737.0,0.1,19.702000000000005,0.0,0.0,1954.0125272274017,,,,,,,,,,,,,,,,,,,,,8.760641413414799,6.090269358308298,19.478117514509062,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,15.0,0.0,0.0,382.0,14.0,21.0,6758.0,0.1,15.701999999999998,0.0,0.0,1956.3090178966522,,,,,,,,,,,,,,,,,,,,,6.9744329954792965,5.440583022447976,15.586694709819865,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,15.0,0.0,0.0,400.0,15.0,18.0,6776.0,0.1,9.702999999999998,0.0,0.0,1958.2922282218933,,,,,,,,,,,,,,,,,,,,,3.622646508344476,3.445428765723049,9.657096899552007,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,16.0,0.0,0.0,0.0,0.0,25.0,6801.0,0.1,17.202000000000005,0.0,0.0,2030.1121389865875,,,,,,,,,0.91851187,0.40965027,1.9137652,0.5434751,,,,,9.169019,3.7569304,23.314772,3.1647162,7.314922072542177,5.708110749938104,17.05321632762537,0.001,2.664063,0.0,2.664063,2.664063,-2.5077978909180007e-17,0.9999999973427824,6.708864993022624,-2.2946633146583157,6.63698,5.4479837,24.53958,-1.5565147,1.0224503,0.35570058,1.8929334,0.68954283,-0.07712133,0.054881714,0.04778632,-0.12204455,8.367235729091297,6.96393408184728,29.682425563010746,-0.006800597934734864,0.29834625,0.0,0.29834625,0.29834625,0.9291973,0.62683517,7.904641,1.6008711e-07,0.95645225,0.16487369,1.2,0.8
257,16.0,0.0,0.0,21.0,1.0,21.0,6822.0,0.1,12.102999999999998,0.0,0.0,2040.3054361343384,,,,,,,,,,,,,,,,,,,,,5.226806873602116,3.9725415858533117,12.017259557509815,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,16.0,0.0,0.0,64.0,2.0,43.0,6865.0,0.1,25.60400000000002,0.0,0.0,2044.813034772873,,,,,,,,,,,,,,,,,,,,,8.802849579646013,8.58748962312524,25.276004200471966,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,16.0,0.0,0.0,86.0,3.0,22.0,6887.0,0.1,12.002999999999997,0.0,0.0,2047.4984455108643,,,,,,,,,,,,,,,,,,,,,4.211711265938469,4.2602520551832646,11.934198815581702,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,16.0,0.0,0.0,137.0,4.0,51.0,6938.0,0.1,43.702999999999996,0.0,0.0,2052.7971363067627,,,,,,,,,,,,,,,,,,,,,20.265576150029418,13.647225188465004,42.75492270683947,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,16.0,0.0,0.0,179.0,5.0,42.0,6980.0,0.1,27.802000000000007,0.0,0.0,2057.187249183655,,,,,,,,,,,,,,,,,,,,,11.61087088185807,8.653251846534499,27.369054162232263,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,16.0,0.0,0.0,216.0,6.0,37.0,7017.0,0.1,29.303000000000008,0.0,0.0,2061.222953081131,,,,,,,,,,,,,,,,,,,,,12.699209981915537,9.727590241894337,28.890882103995022,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,16.0,0.0,0.0,244.0,7.0,28.0,7045.0,0.1,16.703000000000007,0.0,0.0,2064.474225282669,,,,,,,,,,,,,,,,,,,,,7.124129218167101,5.295656162446831,16.536581007324965,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,16.0,0.0,0.0,273.0,8.0,29.0,7074.0,0.1,18.10200000000001,0.0,0.0,2067.545695066452,,,,,,,,,,,,,,,,,,,,,6.75788837944488,6.2187264522967265,17.941887069247525,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,16.0,0.0,0.0,295.0,9.0,22.0,7096.0,0.1,15.201999999999998,0.0,0.0,2069.9580528736115,,,,,,,,,,,,,,,,,,,,,6.507003584069045,5.1689833164693155,15.089008849841314,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,16.0,0.0,0.0,336.0,10.0,41.0,7137.0,0.1,25.704000000000004,0.0,0.0,2074.4079418182373,,,,,,,,,,,,,,,,,,,,,13.026197410487292,8.077691917243643,25.220341368565784,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,16.0,0.0,0.0,357.0,11.0,21.0,7158.0,0.1,11.302999999999997,0.0,0.0,2076.879729270935,,,,,,,,,,,,,,,,,,,,,4.297139642300016,3.890475195629789,11.235219270834095,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,16.0,0.0,0.0,389.0,12.0,32.0,7190.0,0.1,24.703000000000007,0.0,0.0,2080.2512295246124,,,,,,,,,,,,,,,,,,,,,10.900359214225114,8.251283935306247,24.40297004225928,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,16.0,0.0,0.0,412.0,13.0,23.0,7213.0,0.1,12.403999999999996,0.0,0.0,2082.700926542282,,,,,,,,,,,,,,,,,,,,,4.288633829044525,4.382169739680025,12.330009110143152,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,16.0,0.0,0.0,446.0,14.0,34.0,7247.0,0.1,18.802000000000003,0.0,0.0,2086.389408826828,,,,,,,,,,,,,,,,,,,,,7.605472477814643,5.759417764750806,18.580556468134116,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,16.0,0.0,0.0,466.0,15.0,20.0,7267.0,0.1,12.203999999999997,0.0,0.0,2088.5965316295624,,,,,,,,,,,,,,,,,,,,,4.664074631573651,4.409304240496526,12.134976325042288,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,17.0,0.0,0.0,0.0,0.0,22.0,7289.0,0.1,14.202999999999998,0.0,0.0,2171.4128267765045,,,,,,,,,1.8693349,0.8385836,3.6625667,0.9441793,,,,,13.218747,5.4851475,33.796314,4.0508513,5.777360433692672,4.902893921583405,14.104092150667947,0.001,2.6619284,0.0,2.6619284,2.6619284,7.280150981148568e-18,0.9999999985537548,5.211254331502634,-3.729611437341837,11.165387,9.757943,41.30007,-0.34140107,1.9404716,0.7800015,3.617932,1.0770303,-0.044487625,0.059473407,0.07124602,-0.10623171,10.803857628354622,9.609979725915824,38.63127719502226,0.0009999999999994458,0.27484256,0.0,0.27484256,0.27484256,1.011759,0.87976813,13.802889,1.1594577e-05,0.97199464,0.17152229,1.2,0.8
273,17.0,0.0,0.0,30.0,1.0,30.0,7319.0,0.1,18.802000000000007,0.0,0.0,2180.6509132385254,,,,,,,,,,,,,,,,,,,,,8.170835744828464,5.897960146260438,18.59404442245564,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,17.0,0.0,0.0,51.0,2.0,21.0,7340.0,0.1,14.202999999999998,0.0,0.0,2183.1073219776154,,,,,,,,,,,,,,,,,,,,,5.831669018809117,5.035637205140565,14.108738318503695,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,17.0,0.0,0.0,68.0,3.0,17.0,7357.0,0.1,7.303,0.0,0.0,2185.1220157146454,,,,,,,,,,,,,,,,,,,,,2.547322474718716,2.553805713219408,7.274236717127319,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,17.0,0.0,0.0,94.0,4.0,26.0,7383.0,0.1,19.202000000000005,0.0,0.0,2188.0933315753937,,,,,,,,,,,,,,,,,,,,,8.357005100198755,6.440790854812913,19.022744333317135,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,17.0,0.0,0.0,114.0,5.0,20.0,7403.0,0.1,14.201999999999998,0.0,0.0,2190.496621608734,,,,,,,,,,,,,,,,,,,,,6.122212903547808,4.984049921348262,14.107757148468831,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,17.0,0.0,0.0,183.0,6.0,69.0,7472.0,0.1,39.203000000000024,0.0,0.0,2197.5478994846344,,,,,,,,,,,,,,,,,,,,,17.911686385415152,10.180113323176668,38.04314188002453,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,17.0,0.0,0.0,201.0,7.0,18.0,7490.0,0.1,10.302999999999997,0.0,0.0,2199.5479929447174,,,,,,,,,,,,,,,,,,,,,3.8610180482152945,3.753045175931388,10.253999419972653,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,17.0,0.0,0.0,252.0,8.0,51.0,7541.0,0.1,44.202999999999996,0.0,0.0,2204.7564511299133,,,,,,,,,,,,,,,,,,,,,20.17428642803006,13.95648637854199,43.26058931020156,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,17.0,0.0,0.0,296.0,9.0,44.0,7585.0,0.1,35.303,0.0,0.0,2209.3828825950623,,,,,,,,,,,,,,,,,,,,,15.252727841823488,11.551754289500762,34.7012477692505,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,17.0,0.0,0.0,329.0,10.0,33.0,7618.0,0.1,24.303000000000008,0.0,0.0,2213.059407711029,,,,,,,,,,,,,,,,,,,,,10.061793879965931,8.225174363036857,24.018974732451294,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
